"ID_REF"	"GSM5019817"	"GSM5019818"	"GSM5019819"	"GSM5019820"	"GSM5019821"	"GSM5019822"	"GSM5019823"	"GSM5019824"	"GSM5019825"	"GSM5019826"	"GSM5019827"	"GSM5019828"	"GSM5019829"	"GSM5019830"	"GSM5019831"
"ASHG19AP1B100009666V5"	4.4336042	5.6721334	5.4898396	5.300346	5.9180017	4.001207	4.3031187	4.406036	5.0115094	5.106299	4.917141	4.247017	3.4068015	3.8501616	3.8299959
"ASHG19AP1B100009670V5"	2.7037127	2.33273	2.466728	2.3339167	2.3352275	2.9913764	2.3742025	2.5181117	2.7066922	2.595843	2.814921	2.745772	2.6201525	2.7479913	2.728329
"ASHG19AP1B100009685V5"	11.653979	12.277209	10.234383	10.10861	11.899055	12.5668	12.461187	12.687311	12.644817	12.28604	12.491528	12.5668	12.515212	12.6005	13.252389
"ASHG19AP1B100009692V5"	2.7037127	3.28282	3.8728592	3.713758	2.857952	4.1236877	3.8165765	4.66662	3.6697247	3.324126	5.0606313	5.103471	3.9614382	3.746587	3.1150575
"ASHG19AP1B100009747V5"	2.7037127	3.2339	3.1173396	3.068501	3.7896926	2.5963326	2.8835022	2.6581843	2.7999382	3.1480052	2.814921	2.745772	4.0101104	2.7479913	2.7649548
"ASHG19AP1B100009748V5"	16.580517	16.599901	16.518475	16.452469	16.598345	16.488375	16.26103	16.471548	16.504179	16.791826	16.308939	16.507328	16.406235	16.337595	16.362232
"ASHG19AP1B100009749V5"	4.0001593	3.9789722	4.2008395	3.964454	4.364473	4.6653557	4.4255147	3.747674	4.5481873	4.095777	2.814921	4.4781275	4.61153	4.508923	5.080923
"ASHG19AP1B100009750V5"	8.7535715	10.2742605	8.952868	8.981156	10.676233	9.022078	9.153849	9.418156	8.643172	9.264367	8.598439	8.516066	8.603179	8.834387	9.4584675
"ASHG19AP1B100009751V5"	4.5444818	4.864341	4.7025976	4.271617	4.377879	3.206342	2.9639187	3.4066794	3.015314	3.4818017	2.814921	2.745772	2.6201525	2.7479913	3.6653025
"ASHG19AP1B100009752V5"	12.546217	7.5425353	7.3270335	7.888058	7.753978	6.4096484	6.848274	6.3373513	6.4836864	6.3869457	5.401	4.5385933	5.6904454	5.4617667	6.787286
"ASHG19AP1B100009753V5"	6.912891	8.612471	8.357036	8.482129	9.09606	7.736142	7.956712	7.8805704	7.7982855	8.075064	6.7394385	5.823295	6.643374	6.4982185	7.7665715
"ASHG19AP1B100009754V5"	4.983747	5.4910455	5.3356433	5.165426	5.34074	5.2667646	5.0779934	5.9574537	5.211397	5.4866567	4.881313	5.091946	5.266263	4.625776	5.300526
"ASHG19AP1B100009755V5"	2.7037127	3.087418	2.466728	3.0194783	2.3352275	3.7481098	3.770802	3.425498	3.4167027	3.2300096	2.814921	2.745772	2.6201525	2.7479913	2.7632406
"ASHG19AP1B100009756V5"	2.7037127	2.33273	2.466728	2.3339167	2.3352275	2.4731917	2.3327425	2.419213	2.3392348	2.3609407	2.814921	2.745772	2.6201525	2.7479913	2.4051354
"ASHG19AP1B100009758V5"	7.0440664	9.445395	8.690417	8.643765	9.75959	8.877208	9.208609	9.142301	8.987481	9.758258	7.262117	6.6967187	5.9263363	6.4119873	9.426221
"ASHG19AP1B100009764V5"	2.7037127	5.883863	6.6139483	6.5799975	6.4032674	4.569071	5.1310997	5.1836157	5.0327907	4.8590994	6.067132	6.963213	7.4738483	7.0068455	6.1336565
"ASHG19AP1B100009882V5"	7.327377	6.3707924	6.803953	6.6462803	6.3343263	6.907201	6.5524845	6.326266	5.964066	6.8940387	7.2227244	6.8813286	6.4673767	7.1493	5.369951
"ASHG19AP1B100009885V5"	7.3923626	7.9005575	9.188462	9.3360195	8.093188	6.516904	6.578476	6.2990303	6.3543596	6.567443	6.326413	5.365358	4.9232717	5.2004795	5.7953215
"ASHG19AP1B100009906V5"	9.439514	10.965532	10.453314	9.765727	9.646704	10.84699	10.031468	11.095766	10.593687	10.502679	10.909241	11.064153	9.940403	10.623951	10.037932
"ASHG19AP1B100009990V5"	11.841292	14.960769	15.46314	15.233648	14.108117	12.330231	13.459394	13.869651	13.976763	12.723924	14.310945	15.012042	15.204806	15.507135	14.882181
"ASHG19AP1B100010099V5"	5.56384	5.2695255	5.4501224	5.3695354	5.3332634	3.5895867	3.487972	3.272105	3.5708368	4.157339	2.814921	2.745772	2.6201525	2.7479913	2.8057373
"ASHG19AP1B100010194V5"	4.079122	2.33273	2.466728	2.3339167	2.3352275	2.741094	3.0176764	2.3343024	2.4852166	2.3609407	3.837028	4.5225368	3.3685467	3.6437178	2.8595264
"ASHG19AP1B100010287V5"	2.7037127	2.504687	3.9385192	2.3339167	2.3352275	2.3326864	2.3327425	2.3260972	2.3392348	2.3609407	2.814921	2.745772	2.6201525	2.7479913	2.333044
"ASHG19AP1B100010523V5"	6.6052833	7.3968635	7.438142	7.529671	7.7115436	5.4335775	5.292758	5.6304035	5.977768	5.3478847	7.3933334	7.6476703	8.340836	8.129006	7.0147176
"ASHG19AP1B100010542V5"	2.7037127	2.33273	2.466728	2.3339167	2.3352275	2.3326864	2.3327425	2.9474742	2.3392348	2.3609407	2.814921	2.745772	2.6201525	2.7479913	2.333044
"ASHG19AP1B100010669V5"	10.173945	10.438198	9.801034	9.711052	10.890401	10.199934	10.035009	10.158439	9.829806	9.916378	9.606087	9.870354	8.798481	9.215327	9.537285
"ASHG19AP1B100010807V5"	2.7037127	3.4378192	3.6034002	3.5412972	3.6742833	3.38548	3.710493	2.8257086	2.6446512	2.918288	2.814921	2.745772	2.6201525	2.7479913	3.7973874
"ASHG19AP1B100010933V5"	8.142644	8.053298	8.383159	8.211088	7.6455755	8.043858	7.475718	7.427295	7.6993675	7.880304	8.124579	7.8005166	7.153021	7.5865145	6.051423
"ASHG19AP1B100010984V5"	2.7037127	2.33273	2.466728	2.3339167	2.3352275	2.6692095	2.3327425	2.3345432	2.3392348	2.3609407	2.814921	2.745772	2.6201525	2.7479913	2.7915537
"ASHG19AP1B100011058V5"	8.365675	8.39836	8.197811	7.6502137	7.752793	9.5434	9.398857	9.459391	10.177642	9.618807	9.985394	10.268778	10.018202	10.050536	10.228199
"ASHG19AP1B100011434V5"	4.1201096	4.6036477	4.937585	4.077545	4.7648993	5.5427837	5.311263	5.5705533	5.4809766	5.9330907	2.814921	4.2158375	4.8879323	3.642144	4.8655367
"ASHG19AP1B100011544V5"	11.602746	11.32099	10.120664	10.558897	12.149171	10.624458	10.619088	10.649882	9.860526	10.038446	9.911667	9.614145	9.785737	9.787276	10.928137
"ASHG19AP1B100011549V5"	14.19331	14.754621	15.602144	15.631297	14.593654	13.656471	13.521686	13.919909	13.31433	13.893323	13.645427	13.533803	12.952523	13.182901	13.361194
"ASHG19AP1B100011618V5"	8.428076	8.629307	8.715058	8.647929	8.729423	9.340767	9.5434	8.783882	8.965975	8.773418	9.2579775	9.4584675	9.352326	9.376633	9.568459
"ASHG19AP1B100011648V5"	7.924206	6.4241576	NA	6.5988483	NA	7.799315	6.9880257	7.405348	6.930742	7.367828	7.709035	6.9896083	5.5039406	6.0411234	3.9053886
"ASHG19AP1B100011666V5"	6.0931783	3.9510167	5.286286	4.4376616	2.444661	3.6032183	2.9133325	7.426576	2.3392348	2.3609407	2.814921	2.745772	2.6201525	2.7479913	2.333044
"ASHG19AP1B100011668V5"	5.1210117	5.2763276	4.5981226	4.8784337	5.279291	5.4824977	5.556613	5.7390943	5.7860494	5.2287436	4.758538	4.7121096	6.476549	5.4439616	5.6101832
"ASHG19AP1B100011674V5"	5.700983	4.4360642	4.082554	3.634115	4.3913803	4.5341516	4.2088437	5.2500243	4.8222623	4.4790063	2.814921	5.148291	4.4845386	4.397254	4.9428916
"ASHG19AP1B100011854V5"	9.592304	9.775625	10.073808	10.017454	9.74246	10.360049	9.906664	NA	10.565567	9.545737	9.976952	10.0891485	9.964939	10.506874	7.834848
"ASHG19AP1B100011868V5"	7.5708117	6.3979836	6.711722	6.690326	6.1033244	7.3864703	7.0714006	6.7846417	7.971998	7.4033875	8.469281	8.598439	8.238099	8.323071	6.4903
"ASHG19AP1B100011894V5"	2.7037127	5.103198	5.765686	5.958517	5.704099	4.2996316	4.5992846	4.080207	4.4070487	4.0950527	4.5615864	5.7544847	5.3282905	5.067143	4.7702765
"ASHG19AP1B100011915V5"	2.7037127	3.3141472	2.466728	2.5138264	3.3699574	2.9839714	3.1550424	3.527892	3.1945505	3.3249283	2.814921	2.745772	2.6201525	5.89622	2.812217
"ASHG19AP1B100011920V5"	5.8254085	4.6982827	4.777421	4.543761	4.4875035	4.7996716	4.7789636	4.9848404	5.026225	5.1767263	6.337767	6.426192	6.125374	5.815865	3.9235706
