"ID_REF"	"GSM5019817"	"GSM5019818"	"GSM5019819"	"GSM5019820"	"GSM5019821"	"GSM5019822"	"GSM5019823"	"GSM5019824"	"GSM5019825"	"GSM5019826"	"GSM5019827"	"GSM5019828"	"GSM5019829"	"GSM5019830"	"GSM5019831"
"(+)E1A_r60_1"	3.9512737	2.5547898	2.904286	2.4103181	2.5825057	2.4300966	2.4039383	2.9406443	2.4604394	2.5724537	3.8166814	3.6794739	3.3298142	3.6306164	2.5098107
"(+)E1A_r60_3"	3.5746977	3.137513	3.3136933	3.424499	3.3597052	3.5546775	3.6508782	3.5991366	3.9779167	3.9627275	4.0192027	3.5960894	3.5149846	3.9758527	3.4044266
"(+)E1A_r60_a104"	3.588675	2.3641512	2.919153	2.660142	2.3978496	2.9039245	2.8059633	3.1401658	2.677928	2.751035	3.7710643	3.8015137	3.8233607	3.7350903	3.3708003
"(+)E1A_r60_a107"	3.9508934	2.8073194	3.1622896	3.1039128	2.707994	4.6705995	4.702492	4.516458	5.327897	4.633935	5.0404253	5.10725	5.3400598	5.1438055	5.349485
"(+)E1A_r60_a135"	3.6427658	2.3603163	2.9094183	2.3797672	2.4066808	2.669327	2.6363688	2.8377082	2.6058245	2.6185896	3.8399982	3.6944175	3.4890018	3.742646	2.9137776
"(+)E1A_r60_a20"	4.270099	3.6629052	3.7587705	3.8641934	3.5053961	3.45761	3.501079	3.414444	3.3217328	3.4623559	4.014873	3.9738772	3.915926	4.0179095	3.8563223
"(+)E1A_r60_a22"	4.5617585	3.3723195	3.644009	3.5817869	3.4343069	3.5330513	3.4611003	3.460338	3.4337466	3.2965074	4.142301	4.2828145	4.288956	4.388352	3.9238484
"(+)E1A_r60_a97"	3.7986014	2.3437016	2.9672687	2.4101272	2.3878915	2.6135347	2.5919592	2.7863925	2.5839543	2.618754	3.7814612	3.6963134	3.40287	3.6450605	2.9900472
"(+)E1A_r60_n11"	4.033408	5.1331744	4.4932303	4.4009633	4.875407	4.9440355	4.836119	4.758538	4.5866556	4.5765295	4.0434017	4.7923546	5.0902505	4.9099336	5.181536
"(+)E1A_r60_n9"	3.940454	2.5490544	3.0231986	2.8285596	2.567579	3.5280876	3.5726328	3.205347	3.2239707	3.2321577	4.0742736	4.451587	4.6663113	4.4266653	4.159384
"3xSLv1"	3.7448487	2.3425934	2.9063432	2.3697674	2.3896952	2.3457692	2.3441784	2.793479	2.4462504	2.567195	3.7743335	3.612873	3.3343945	3.6023662	2.3556232
"A_23_P10385"	4.7169523	3.7118008	4.0854053	4.3453474	4.2285233	6.375159	5.6664977	7.7517304	5.8867264	6.223968	6.495962	5.572417	3.9832883	6.596021	5.02072
"A_23_P111995"	7.9531937	6.9792624	7.1990514	7.1232924	6.8729815	8.23205	7.8676767	7.979455	8.267254	8.244048	8.4604645	8.972597	8.733942	8.205717	8.212392
"A_23_P11507"	9.024487	9.093928	9.569891	9.261409	8.502287	9.93444	9.123189	9.0164995	9.36538	10.099406	9.569387	8.883143	7.546044	8.39655	7.5194373
"A_23_P11685"	5.2696295	5.181909	5.533137	4.977121	4.5125246	4.051808	4.8561215	5.6982865	6.8882804	5.4008975	7.0368423	6.49891	4.901553	5.5930085	3.64195
"A_23_P122216"	3.7226565	3.4564333	2.950357	3.1293263	3.4237795	4.1129036	4.116497	4.0088496	4.040583	4.1067204	4.660852	5.099715	4.70183	4.6367846	5.087884
"A_23_P128613"	5.9444213	4.263619	4.926676	5.085157	4.523352	6.523363	5.5321403	7.4405713	6.2050385	5.6736927	7.2214203	6.628781	5.381964	7.104872	3.9333735
"A_23_P1331"	6.1701975	6.0625033	6.1355953	6.2175655	6.258734	5.9337854	6.2970767	5.6164284	5.3456955	5.5627737	5.822272	6.007066	6.6908894	6.2444973	6.0845904
"A_23_P139509"	7.7571673	7.8361964	8.630013	8.261157	7.32361	8.727985	8.5525	8.882674	9.147714	9.257097	8.982689	8.808212	8.502287	8.819466	8.859223
"A_23_P142849"	4.215314	3.3310037	2.9582174	2.8197937	3.282313	2.8996174	2.7713587	3.097847	3.2016954	2.9027607	4.0432153	4.1088343	3.5667067	3.865424	2.8426433
"A_23_P148798"	8.096369	9.100124	9.070438	8.720132	8.469482	7.696396	7.6161447	8.561397	7.948318	8.140591	8.292997	8.148702	7.083413	7.7812004	6.1477556
"A_23_P154235"	11.252739	11.412077	12.197484	12.4309635	11.659783	13.141237	13.218073	12.625632	13.52394	14.169546	13.160333	13.086782	13.090974	12.836555	14.30722
"A_23_P202496"	8.398876	8.7535715	9.484071	9.29726	8.462159	9.098448	8.316583	8.308418	8.58088	9.069081	8.918115	8.379129	6.6491175	7.832042	5.8462214
"A_23_P207400"	6.442266	5.8291855	6.325387	6.261705	NA	7.5369334	7.069851	8.409918	7.4827967	7.3752203	7.795778	7.852379	7.183044	7.755104	7.5068774
"A_23_P209962"	8.375199	7.970142	8.160832	8.027196	7.79606	8.945478	8.28915	8.320174	8.346782	8.834387	9.133796	8.678254	7.9173484	8.310913	6.897943
"A_23_P213255"	7.8497286	8.595592	9.35377	9.105013	8.131047	8.006741	7.6688476	7.520852	7.8852615	8.44974	7.9888453	7.2759213	5.807554	6.7491746	6.379044
"A_23_P213661"	9.190423	9.76021	9.700481	9.3544035	9.309355	10.68305	10.322082	10.816814	11.409624	11.246415	10.787747	10.885154	10.169092	10.696125	10.330342
"A_23_P215720"	3.6979985	2.5145032	2.9025238	2.5868988	2.4259017	2.4707253	2.6449225	3.1213143	2.6286366	2.6994991	3.8912985	3.7016687	3.4504724	3.6827874	2.5996225
"A_23_P216068"	8.887533	8.823015	10.053366	9.946712	8.572324	7.8773556	7.3616004	8.577059	7.5141335	7.9188	8.184902	7.9052243	5.7732186	7.700377	5.3239555
"A_23_P218608"	8.126446	7.884267	8.810678	8.772229	7.790768	8.041258	7.547828	8.09116	7.377993	8.160832	8.690103	8.059575	6.6582055	7.59245	6.3073697
"A_23_P23303"	4.974722	3.7443566	4.7179537	4.910883	4.015674	5.7025537	5.3196635	6.7085204	5.385023	5.21553	5.8744	5.7336583	4.6445765	5.676744	5.4907584
"A_23_P23765"	7.5620537	7.516187	7.6858735	7.769209	7.65722	6.7203493	6.8391666	7.1234684	6.6777487	6.9371915	7.364386	7.146167	6.745259	7.496828	6.5068674
"A_23_P25019"	6.8564057	7.4460244	7.9835124	7.7023034	6.7847614	8.221098	7.8697424	8.581195	7.92636	8.72427	7.836521	6.4501147	4.9992433	7.0406837	6.167509
"A_23_P250196"	8.644937	10.412968	10.909241	10.43274	9.532635	8.917309	8.853031	9.551037	9.505863	9.74246	9.554064	9.33288	8.237465	9.243342	7.8070574
"A_23_P250813"	8.622129	8.916475	9.241508	9.140593	8.614976	7.883354	7.436105	7.8390164	7.620627	7.709035	7.8905587	7.9135194	6.6519694	7.4727497	6.481614
"A_23_P252740"	5.4269953	3.818773	4.4123664	4.538838	3.730486	4.6132636	3.7937531	6.4493895	4.094068	4.5215034	5.891308	4.946397	3.3311262	5.4036703	2.8415842
"A_23_P252748"	9.884913	11.034217	11.737198	11.649722	10.710008	10.893397	10.637097	10.541945	10.823819	11.615148	10.477724	9.508925	8.278687	9.055988	9.112195
"A_23_P253464"	8.004878	8.138719	8.640837	8.307716	7.5865145	7.9229736	7.0206714	7.2263007	8.21138	8.457499	8.350095	8.109576	6.9231896	7.5643597	5.9446564
"A_23_P253524"	5.612916	5.5313864	5.612916	5.836834	5.747193	4.734488	4.1842895	6.0500207	4.6770086	4.9398885	5.092348	4.295279	3.2916245	4.603193	3.6808946
"A_23_P256956"	4.175419	4.384	4.2149715	4.437467	4.5860834	4.5988975	4.346292	5.85356	4.160953	4.6469507	4.3588157	4.144553	3.3971848	3.7705967	3.3005257
"A_23_P25873"	5.187542	4.6752195	5.191526	5.2650576	4.9891253	4.2263775	3.389638	5.1500673	NA	4.485535	5.4526386	4.216556	2.6201525	4.5634794	2.4808943
"A_23_P2683"	8.422458	9.002348	9.018497	8.671208	8.001814	9.230753	8.7375965	9.011305	9.28258	9.794068	9.722218	9.648966	8.965282	9.492549	9.069419
"A_23_P39682"	11.122851	13.752526	15.384264	15.404021	13.529239	11.856749	11.767689	11.122198	10.219151	12.2163315	10.421441	9.093115	7.946506	8.67854	7.935699
"A_23_P41948"	8.251525	7.5639205	8.389193	8.310259	7.4212646	7.2711325	6.9596457	7.6724415	7.3619967	7.2223673	7.3738637	7.09262	6.7250953	7.1260147	6.5574183
"A_23_P49878"	4.7067914	3.993464	3.523258	3.4611003	4.033408	5.2460365	4.9211526	5.403274	5.04285	4.925684	5.099715	4.8290477	4.0832014	4.7204614	4.1177335
"A_23_P5300"	3.5304077	2.4696858	2.9995606	2.6974602	2.553745	2.8609953	2.9505517	3.217877	2.7687595	2.7292566	2.814921	3.5812972	3.3424487	2.7479913	3.0850506
"A_23_P53126"	11.380797	14.044729	14.388592	13.714331	12.804475	12.550382	12.642472	11.890212	13.386205	14.272195	12.393174	11.773122	10.928997	11.405044	12.702306
"A_23_P57306"	7.7148724	7.3021903	8.095072	8.042723	7.1512465	7.3619967	6.789535	7.970142	6.780956	6.784946	7.802823	7.477312	6.7631526	7.7921195	5.8996406
"A_23_P58132"	16.719168	16.919949	NA	16.830622	16.837206	17.014221	17.084682	17.032478	17.045427	16.95253	16.763695	16.849821	16.686378	16.810644	17.087042
"A_23_P58321"	4.8924665	4.9571667	5.2341275	5.2776203	5.1656995	6.205154	5.102557	7.5347686	5.795226	5.577014	5.8446174	5.7735534	3.8574765	5.909146	4.7162223
"A_23_P6335"	3.8025372	3.4490254	3.0722687	3.2438142	3.717195	4.3415427	4.201497	4.594669	4.5099697	4.3165264	2.814921	2.745772	3.4961793	3.697209	3.6652017
"A_23_P67042"	3.5452516	6.088158	5.694448	5.719679	6.3541136	5.5846286	5.812289	5.989768	6.0298395	6.1093583	4.496874	3.7570848	3.950656	3.8222485	5.1837683
"A_23_P70328"	5.7502575	5.6210546	5.5418777	4.996509	5.1596837	4.6329675	4.742809	5.248951	5.357102	5.3898892	6.3769255	5.9425707	6.053092	6.2888083	4.8284063
"A_23_P7313"	3.9158316	2.8769736	3.128702	2.7887485	2.5894141	2.507994	2.7754183	3.1520455	3.0457804	2.7050788	10.8428	11.94345	6.776738	7.0169306	2.7415223
"A_23_P7582"	9.854261	11.32482	14.047952	14.108117	11.179779	10.339004	8.945919	8.594596	9.05444	10.510396	7.895751	6.370618	5.902218	6.63518	5.616688
"A_23_P76799"	9.863084	11.674158	12.381189	11.838759	10.629048	11.11013	11.310138	11.11956	11.948002	12.713129	11.633864	11.588155	10.66564	11.389464	12.786469
"A_23_P82738"	6.2033153	5.913474	5.859454	5.7360644	5.8467636	5.9639354	4.7533007	5.771868	5.787466	6.0249166	6.0255485	4.2606015	3.5123496	5.061455	3.758866
"A_23_P87238"	4.0035825	2.5658295	2.9225862	2.867781	2.7967274	2.7160912	2.657077	3.1834567	2.5681336	2.6360745	2.814921	3.6654809	2.6201525	2.7479913	2.5932298
"A_23_P87879"	12.157262	15.908686	16.160147	16.172407	15.976498	14.577624	13.968697	14.365314	14.431268	14.862278	12.921894	12.50319	11.573023	12.214382	13.264036
"A_23_P97584"	10.217114	12.062612	12.598747	12.386124	11.612584	11.867165	11.830785	11.94996	11.714378	12.5527115	11.061208	10.807749	11.03312	10.804087	12.324407
"A_24_P99679"	7.3849535	8.416742	8.190323	8.454129	9.000048	8.699351	8.595592	8.9492855	8.576308	8.745891	7.350362	7.4651155	7.5410576	7.533104	8.356558
"ASHG19AP1B100000016V5"	11.891521	9.2183275	8.3434925	8.447615	9.293436	15.196047	15.173212	14.998778	14.771526	14.078804	14.68962	14.8806305	14.963342	14.983678	15.224403
"ASHG19AP1B100000050V5"	2.7037127	4.632638	5.116481	4.6491213	4.5213866	2.836406	3.1084669	3.5584543	3.4299448	3.5492861	2.814921	2.745772	2.6201525	2.7479913	3.5792303
"ASHG19AP1B100000051V5"	4.5204625	5.6615396	5.372106	5.3923264	5.7634897	4.781838	5.67751	5.760316	6.308934	5.436733	6.0769644	5.8012223	6.214425	4.9806767	6.32098
"ASHG19AP1B100000061V5"	2.7037127	5.199136	5.48477	5.639115	5.211397	5.1356993	4.9262013	4.871242	4.7822022	4.4006295	4.224671	5.3517466	6.372759	4.6142197	5.3184648
"ASHG19AP1B100000063V5"	10.059266	6.8248057	6.182607	5.999354	7.0299864	8.924683	9.48488	9.074568	9.757172	8.212132	10.296325	10.457998	11.056975	10.795667	10.723183
"ASHG19AP1B100000064V5"	5.895658	4.2088437	5.2120204	4.9638314	3.766763	2.7286403	3.0411718	2.9276748	3.6185315	3.638655	5.992698	4.8886957	5.1383095	5.875784	3.1403964
"ASHG19AP1B100000065V5"	2.7037127	2.33273	2.466728	2.3339167	2.3352275	2.3326864	2.3327425	2.518643	2.3392348	2.3609407	2.814921	2.745772	2.6201525	2.7479913	2.333044
"ASHG19AP1B100000066V5"	8.013031	8.251851	8.295943	8.47866	8.636433	7.865945	7.793578	8.578419	7.6063085	7.675908	7.0587316	6.525974	5.988498	6.7216253	7.346566
"ASHG19AP1B100000067V5"	7.07619	5.9298453	6.514451	6.150382	5.7427187	7.530764	7.5463266	7.3160443	7.3193536	7.0126085	7.3477592	8.029422	8.48465	7.4188685	8.650133
"ASHG19AP1B100000068V5"	6.5258493	4.963606	5.065493	5.192335	4.82348	7.224143	7.4663043	7.065251	6.903756	6.090323	7.4594197	7.6485643	8.295943	7.639054	7.829967
"ASHG19AP1B100000069V5"	7.069454	7.5908227	8.317528	8.3923435	7.7659903	7.272451	7.1914616	7.3512254	7.0696917	7.3613	7.273867	7.3046346	6.4179196	7.2801495	7.251053
"ASHG19AP1B100000070V5"	2.7037127	4.4359374	3.444693	3.7262673	3.953075	2.6396334	2.8688781	2.9184341	2.7074306	2.5961442	2.814921	2.745772	2.6201525	2.7479913	2.3504238
"ASHG19AP1B100000071V5"	3.5272956	5.441376	5.424541	5.356422	5.407583	NA	4.3930016	4.3079753	4.4936013	4.5521054	2.814921	2.745772	3.3100486	2.7479913	3.4397404
"ASHG19AP1B100000072V5"	6.2991376	5.1413846	5.9393435	5.5179815	5.0858955	6.509755	6.809464	6.558631	6.671297	6.700928	7.111782	7.748539	7.9875197	7.867452	7.1965113
"ASHG19AP1B100000073V5"	4.241845	5.955139	5.4420857	5.019289	5.0827537	5.2771263	5.4190593	5.240194	5.927064	6.217031	2.814921	4.0208035	3.6982603	4.8272448	6.3149805
"ASHG19AP1B100000074V5"	7.2949104	7.859339	7.7294216	7.639803	7.9082336	7.3075185	7.371236	7.5147014	7.6294904	7.680221	7.4784875	7.1459293	7.2202487	6.9133077	7.2037916
"ASHG19AP1B100000075V5"	2.7037127	5.0750365	4.920568	4.6067443	5.151149	3.6874745	3.778651	3.4587142	3.7376924	4.375045	4.132744	2.745772	3.6134894	4.161197	4.185061
"ASHG19AP1B100000104V5"	5.77944	7.2677536	7.001832	7.108044	7.5054092	8.424408	8.413487	8.870228	7.8572855	7.9866943	7.5789204	8.290819	9.48488	9.573677	8.10169
"ASHG19AP1B100000112V5"	4.213406	2.33273	2.466728	3.2362943	2.3352275	3.06051	4.156784	2.3316052	2.980618	2.8618057	2.814921	2.745772	4.967297	2.7479913	3.00627
"ASHG19AP1B100000117V5"	2.7037127	2.33273	2.466728	2.3339167	2.5177882	2.641458	2.3795354	NA	2.803147	3.560179	2.814921	2.745772	2.6201525	2.7479913	2.333044
"ASHG19AP1B100000119V5"	2.7037127	2.33273	2.466728	2.3339167	2.3352275	2.3326864	2.3327425	3.8820474	2.3392348	2.3609407	2.814921	2.745772	2.6201525	2.7479913	2.333044
"ASHG19AP1B100000121V5"	15.076673	13.871445	14.546738	14.895618	14.059996	14.586994	14.365314	14.025233	14.398887	13.600836	16.509872	15.539579	13.887555	16.352224	15.23595
"ASHG19AP1B100000168V5"	8.548437	7.227418	7.6908665	8.045074	7.9861875	6.8624663	6.872612	6.917132	6.76899	6.9352217	4.871393	4.406253	4.4339547	4.2426944	7.389855
"ASHG19AP1B100000169V5"	2.7037127	2.3972697	2.466728	2.7375896	2.7022269	2.3326864	2.3327425	3.0881329	2.3392348	2.3609407	2.814921	2.745772	2.6201525	2.7479913	2.3752291
"ASHG19AP1B100000170V5"	2.7037127	2.33273	2.466728	2.3339167	2.3352275	2.3326864	2.3327425	2.335327	2.3392348	2.3609407	4.3725896	2.745772	2.6201525	2.7479913	2.333044
"ASHG19AP1B100000171V5"	6.327577	7.0999117	6.688589	6.7149677	7.0136294	9.133796	9.361645	9.120681	9.040693	8.790473	7.840653	7.9265814	8.465777	8.8006315	8.922189
"ASHG19AP1B100000172V5"	4.263507	2.33273	2.466728	2.3339167	2.3352275	2.3326864	2.3327425	2.3294938	2.3392348	2.3609407	2.814921	2.745772	2.6201525	2.7479913	2.333044
"ASHG19AP1B100000173V5"	6.6038003	4.925985	4.5823956	4.326519	4.6934676	4.943189	4.4790063	5.845749	4.7364235	4.2302995	5.6507387	6.5772653	6.7181845	6.604685	4.0322695
"ASHG19AP1B100000174V5"	8.861767	9.386314	10.056168	9.889762	9.053582	9.343667	9.559742	9.487832	9.900351	9.960038	9.292521	9.297853	8.8383875	9.181446	10.221412
"ASHG19AP1B100000175V5"	2.7037127	3.425758	2.466728	2.3339167	3.1528335	2.3326864	2.7332551	2.3368208	2.3392348	2.3609407	2.814921	2.745772	2.6201525	2.7479913	2.333044
"ASHG19AP1B100000407V5"	6.7525306	7.1456604	7.303294	7.320972	7.263453	7.822474	8.253444	7.9192915	7.9082336	7.8768215	6.5443335	7.1060433	7.0682607	7.142259	7.7829695
"ASHG19AP1B100000529V5"	5.2830453	4.8339324	5.5822005	5.5678005	4.9843764	4.969258	5.152457	5.9070807	5.1017084	5.147483	5.6015773	4.9458666	5.299797	5.1878314	4.5221934
"ASHG19AP1B100000585V5"	2.7037127	4.779044	3.795387	4.1451135	5.0538216	3.5892823	3.4397404	3.468087	3.577132	3.9030392	2.814921	3.644995	2.6201525	2.7479913	4.275544
"ASHG19AP1B100000586V5"	2.7037127	2.33273	2.466728	2.3339167	2.3352275	2.3326864	2.3327425	2.9487355	2.510004	2.3609407	2.814921	2.745772	2.6201525	2.7479913	2.333044
"ASHG19AP1B100000635V5"	9.986144	12.123257	12.856987	12.725437	11.843413	10.871735	10.7526455	10.6021	11.072439	11.1725	10.836409	11.138063	10.595923	10.870516	10.667148
"ASHG19AP1B100000663V5"	3.5441804	3.7565746	4.1722355	4.1677475	4.2345247	2.3326864	3.103592	2.337503	3.0273705	3.125104	2.814921	2.745772	3.857737	2.7479913	2.4293225
"ASHG19AP1B100000678V5"	8.569399	8.219877	7.1962576	7.3610067	8.960735	10.408177	10.408937	10.290449	9.443798	9.10625	9.763206	9.917663	10.352912	10.259604	9.331026
"ASHG19AP1B100000739V5"	9.338547	10.097654	10.4759445	10.5561905	10.390196	12.861017	12.4905	10.562481	12.253266	13.540952	11.872396	10.658678	10.165234	10.095231	11.141603
"ASHG19AP1B100000753V5"	7.0745234	6.72797	6.813066	6.5334196	6.4085536	6.9586873	6.470162	6.6600184	6.663142	6.837578	7.2384567	6.956146	4.517607	6.0500207	4.540404
"ASHG19AP1B100000936V5"	7.4789386	6.2631974	7.0370708	7.1172147	6.082058	7.01246	8.803372	9.345476	8.336338	9.777507	8.93883	8.693041	7.3842287	8.380701	7.218743
"ASHG19AP1B100001044V5"	NA	3.0707526	3.0134118	2.5899332	2.3352275	2.9004323	3.3057303	2.7350397	2.3392348	3.1049705	2.814921	4.6821694	3.441484	3.9915602	3.34984
"ASHG19AP1B100001048V5"	5.5500245	10.896294	9.013351	8.970801	10.96264	6.8729815	7.932858	6.3011465	5.050416	5.3656716	5.6626787	5.7354417	5.4583817	5.8091335	6.476167
"ASHG19AP1B100001095V5"	11.108642	9.355393	9.482618	9.640115	9.517697	8.310586	7.8160143	8.082574	7.7219877	8.141503	7.9493117	7.8430324	7.778078	7.8878193	8.149373
"ASHG19AP1B100001215V5"	14.933528	13.529239	12.745898	11.125478	11.430007	7.793578	9.335366	10.1942215	10.292363	9.390277	14.835414	13.472913	13.693689	13.983255	13.494627
"ASHG19AP1B100001339V5"	8.447273	10.323184	10.492865	10.523805	10.583215	10.158439	10.2015085	10.62314	10.239048	10.693575	8.010034	7.891052	7.880931	8.329479	9.1105385
"ASHG19AP1B100001357V5"	5.4589086	5.213229	5.6495194	5.7850485	5.381726	7.8126054	7.934916	7.4400296	7.1520543	7.164464	6.790835	8.213143	8.753129	8.305976	8.098469
"ASHG19AP1B100001459V5"	17.214333	17.466652	17.484552	17.446684	17.43766	17.587763	17.587763	17.534393	17.534393	17.446684	17.43766	17.37725	17.311987	17.484552	17.587763
"ASHG19AP1B100001460V5"	6.6279445	6.5507894	7.0195327	6.495787	5.910511	5.1645823	5.7423644	5.8316164	6.045083	5.5278816	7.50844	7.118034	7.228682	7.987183	7.616757
"ASHG19AP1B100001644V5"	4.3923416	5.757254	4.7960863	5.567197	5.894596	6.110434	6.3450794	6.3452096	6.1687117	6.7511253	4.4140124	5.06695	5.22926	5.8604226	6.8105745
"ASHG19AP1B100001647V5"	8.267	8.333888	8.535364	8.17764	7.397061	8.293482	8.254486	7.0708895	7.233759	9.079575	8.782997	7.341401	6.5210204	6.5823274	6.688018
"ASHG19AP1B100001858V5"	14.4937725	7.8106527	9.186574	9.148726	8.118451	6.5871177	6.231278	6.8897905	6.842014	6.3656325	6.825754	8.1233015	10.536185	8.577059	7.890152
"ASHG19AP1B100001934V5"	5.253353	6.298634	5.719791	5.4891715	6.3812594	5.6205096	5.9714575	5.490068	5.8909554	5.62832	5.436879	4.639815	5.2912297	5.0350914	6.635383
"ASHG19AP1B100001940V5"	11.3284855	10.093576	10.33155	10.127921	9.791646	10.102943	10.295938	10.053957	10.868936	11.028749	11.862718	12.161422	10.967516	11.035969	10.932847
"ASHG19AP1B100002033V5"	2.7037127	4.2640476	NA	3.354048	4.6653557	3.1595166	3.0549493	3.399303	3.9562008	3.336333	5.117152	5.7534637	5.300346	3.6824994	2.8551278
"ASHG19AP1B100002091V5"	6.2643385	7.052984	7.539101	7.826023	7.454532	6.9356194	6.5546875	7.1081696	6.828926	6.564661	6.751863	6.9479823	6.004514	6.523581	7.1962576
"ASHG19AP1B100002106V5"	4.8376045	3.3664582	4.3025727	4.5766206	3.67518	4.8142476	5.0620522	4.4006295	4.2953954	4.8584175	4.323553	5.1123905	4.333596	4.4783387	5.191312
"ASHG19AP1B100002140V5"	5.876158	4.6885185	4.5261354	4.3260403	4.703532	3.7265604	3.72376	3.5203657	4.3078656	4.3338547	5.2523685	4.746028	4.7838764	5.317169	3.6551619
"ASHG19AP1B100002162V5"	8.353782	8.844951	8.998376	8.834387	8.545302	8.693041	8.107582	8.004098	8.447615	8.742054	8.398876	8.125009	6.5358424	7.9156604	6.8679423
"ASHG19AP1B100002348V5"	7.198301	5.896582	5.875637	5.768213	6.1093583	6.3673162	6.3871107	6.821677	7.5517874	6.481947	7.638843	7.9015	7.2788095	7.6688476	6.083529
"ASHG19AP1B100002359V5"	NA	2.33273	2.466728	2.3339167	2.4696858	2.9639187	2.4589229	2.5280635	3.6205685	3.4706838	5.156454	3.838311	4.251647	4.4982758	2.333044
"ASHG19AP1B100002415V5"	11.220702	11.049453	11.580382	11.294437	10.594196	11.3365	11.511126	11.489302	12.194955	12.005583	12.124397	12.347446	12.469477	12.141616	12.361838
"ASHG19AP1B100002503V5"	6.1617627	5.778523	5.9111066	5.442186	5.186968	6.7584333	6.50382	6.7645535	6.320384	5.9065495	6.741289	7.373402	7.738546	7.1664944	7.015963
"ASHG19AP1B100002557V5"	6.3832703	6.006203	6.3479404	6.2150784	5.8082933	5.6091747	5.459465	5.4412994	6.10868	5.7633295	7.2043805	7.02828	6.4454756	6.986939	5.836958
"ASHG19AP1B100002594V5"	8.00449	7.2416906	12.971286	7.380491	7.312896	8.521243	8.002116	7.60086	8.414443	8.446887	8.251525	8.1271715	6.7879453	7.1499653	5.946783
"ASHG19AP1B100002623V5"	2.7037127	3.2661364	3.3248177	2.7295723	3.0431948	2.4317129	3.1838222	3.7025063	2.883938	2.570622	4.0946712	2.745772	3.2909315	2.7479913	2.8110962
"ASHG19AP1B100002679V5"	5.453978	4.0041356	4.4611964	4.56765	3.6288557	5.3770676	5.2859287	5.507699	5.63851	6.1140857	7.1742754	6.5242734	5.3664184	6.277007	4.797777
"ASHG19AP1B100002814V5"	6.7329674	5.995026	6.1379986	6.0669847	5.6982865	6.493404	6.4983015	5.9195027	7.5751915	6.181649	7.74557	7.008212	5.4357805	5.5856047	4.6412644
"ASHG19AP1B100002922V5"	9.374481	6.699079	6.290603	6.56376	6.8490477	10.454913	11.124582	9.965326	10.444447	9.026774	11.770855	10.222036	11.667356	11.912586	11.591405
"ASHG19AP1B100002981V5"	10.359392	9.409223	8.885097	8.875526	9.541465	10.532866	10.382954	9.866162	9.71772	9.310573	10.230311	10.216419	10.673756	10.620412	10.525762
"ASHG19AP1B100002982V5"	3.8061893	2.6339712	3.1819956	3.6859283	2.731689	2.3326864	2.3327425	2.3219297	2.3392348	2.3609407	2.814921	2.745772	2.6201525	2.7479913	2.333044
"ASHG19AP1B100003000V5"	10.286957	11.811902	12.340026	12.474979	11.757296	11.553449	11.792147	11.604651	11.636042	13.260468	11.724155	10.806329	9.776001	10.435145	10.498259
"ASHG19AP1B100003030V5"	8.861998	6.07495	5.342431	6.0993037	6.335615	10.340481	10.177257	10.070003	9.626666	8.119877	10.826287	10.714532	10.868374	10.867801	10.670578
"ASHG19AP1B100003056V5"	6.7056217	5.2473907	5.416316	5.1069837	4.456121	5.9736886	5.544078	5.3864393	6.2155724	6.025419	7.522787	7.342728	6.7007637	6.769071	5.326855
"ASHG19AP1B100003109V5"	5.5705533	4.9386983	4.9434223	4.796811	4.579721	4.257654	3.268814	4.9486213	4.4476347	4.807322	4.9794507	5.238596	3.4146929	3.8267324	3.7913527
"ASHG19AP1B100003284V5"	2.7037127	2.3912973	3.473196	3.7900362	3.18724	4.1175857	3.920379	3.5407002	3.121271	3.2798624	2.814921	4.8983097	5.003481	3.6077824	4.8573613
"ASHG19AP1B100003285V5"	2.7037127	2.33273	3.1241326	2.3339167	2.4927342	2.3326864	2.4136956	2.4696858	2.3392348	2.3609407	2.814921	2.745772	2.6201525	2.7479913	2.333044
"ASHG19AP1B100003293V5"	9.6498	11.443316	11.667356	11.217492	10.746375	10.836409	10.699624	10.921084	10.739458	10.684699	10.67861	10.456049	9.428242	9.8693	9.776001
"ASHG19AP1B100003296V5"	7.4218493	8.634524	8.704748	8.843038	9.0774145	7.6863213	7.574776	7.855408	7.398912	7.745785	7.1102986	6.8225207	7.1473536	7.171648	7.999052
"ASHG19AP1B100003318V5"	2.7037127	4.1689525	3.8590002	4.1680303	4.754387	2.9453108	2.9706721	3.2478688	2.972083	2.8673556	4.446403	NA	2.6201525	4.2009397	3.3754687
"ASHG19AP1B100003383V5"	16.073036	14.2591915	14.312046	14.658832	15.090272	14.922154	14.994047	15.110542	14.638995	14.830097	14.382776	14.389817	14.275948	14.335781	14.555939
"ASHG19AP1B100003428V5"	2.7037127	5.352751	4.153637	3.3543448	3.2356377	2.816773	2.4606533	2.4913292	2.3392348	2.3609407	2.814921	2.745772	2.6201525	2.7479913	2.8744614
"ASHG19AP1B100003576V5"	5.918282	5.20773	5.4650636	5.624517	5.8177114	5.329769	4.996832	5.326393	5.177482	4.8733587	6.0460715	4.8071265	4.268526	5.099299	5.120941
"ASHG19AP1B100003577V5"	2.7037127	5.7203574	4.148567	4.540864	5.3528028	4.606043	4.133855	3.99419	3.7498999	4.5798306	2.814921	2.745772	4.557294	2.7479913	4.965134
